biological_instance_id,environment_id,environment_key,dataset_id,condition,condition_field,perturbation_label,dose,timepoint,n_reference_groups,total_cells,source_reference_keys,aggregation_rule,ground_truth_path,split,split_seed,model_seeds
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~snai1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,SNAI1,,,8,466,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~snai1%5Fdlx2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,SNAI1_DLX2,,,7,119,1;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~snai1%5Fubash3b,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,SNAI1_UBASH3B,,,8,299,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~spi1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,SPI1,,,8,609,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~stil,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,STIL,,,8,305,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tbx2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TBX2,,,8,690,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tbx3,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TBX3,,,8,689,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tbx3%5Ftbx2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TBX3_TBX2,,,8,1166,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tgfbr2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TGFBR2,,,8,645,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tgfbr2%5Fc19orf26,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TGFBR2_C19orf26,,,8,324,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tgfbr2%5Fets2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TGFBR2_ETS2,,,8,318,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tgfbr2%5Figdcc3,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TGFBR2_IGDCC3,,,8,301,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tgfbr2%5Fprtg,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TGFBR2_PRTG,,,8,265,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tmsb4x,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TMSB4X,,,8,543,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tmsb4x%5Fbak1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TMSB4X_BAK1,,,8,328,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tp73,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TP73,,,8,248,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~tsc22d1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,TSC22D1,,,8,441,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~ubash3a,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,UBASH3A,,,8,817,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~ubash3b,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,UBASH3B,,,8,1201,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~ubash3b%5Fcnn1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,UBASH3B_CNN1,,,8,402,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~ubash3b%5Fosr2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,UBASH3B_OSR2,,,8,795,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~ubash3b%5Fptpn12,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,UBASH3B_PTPN12,,,8,297,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~ubash3b%5Fptpn9,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,UBASH3B_PTPN9,,,8,325,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~ubash3b%5Fubash3a,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,UBASH3B_UBASH3A,,,8,553,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~ubash3b%5Fzbtb25,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,UBASH3B_ZBTB25,,,8,255,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zbtb1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZBTB1,,,8,692,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zbtb10,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZBTB10,,,8,162,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zbtb10%5Fdlx2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZBTB10_DLX2,,,6,69,1;2;3;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zbtb10%5Felmsan1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZBTB10_ELMSAN1,,,8,181,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zbtb10%5Fptpn12,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZBTB10_PTPN12,,,8,265,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zbtb10%5Fsnai1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZBTB10_SNAI1,,,6,84,2;3;4;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zbtb25,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZBTB25,,,8,740,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zc3hav1,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZC3HAV1,,,8,516,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zc3hav1%5Fcebpa,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZC3HAV1_CEBPA,,,4,57,1;3;4;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zc3hav1%5Fcebpe,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZC3HAV1_CEBPE,,,8,408,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zc3hav1%5Fhoxc13,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZC3HAV1_HOXC13,,,8,618,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~znf318,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZNF318,,,8,650,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~znf318%5Ffoxl2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZNF318_FOXL2,,,8,245,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~abhd17a,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ABHD17A,,,2,20,13;18,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~adam10,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ADAM10,,,9,96,14;16;17;2;24;26;35;50;53,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~adat3,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ADAT3,,,1,10,36,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~anapc15,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ANAPC15,,,26,313,1;11;12;13;16;17;18;20;22;24;25;27;29;31;33;34;35;38;44;49;50;52;53;54;55;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~anks6,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ANKS6,,,1,10,15,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ap2m1,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,AP2M1,,,1,11,17,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~aqp7,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,AQP7,,,1,10,35,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~atp5mf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ATP5MF,,,1,12,55,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~atp6ap2,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,ATP6AP2,,,2,24,15;3,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~bcar1,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,BCAR1,,,52,890,1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;28;29;3;30;31;32;33;34;35;36;38;4;40;41;42;43;44;46;47;48;49;5;50;51;52;53;54;55;56;6;7;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~bcl2l1,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,BCL2L1,,,15,173,13;16;17;22;24;25;3;33;34;35;37;40;42;5;50,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~btf3l4,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,BTF3L4,,,2,20,14;53,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~c14orf178,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,C14orf178,,,2,24,1;17,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~c7orf26,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,C7orf26,,,11,123,16;17;18;22;27;29;3;32;34;39;50,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~cacnb3,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,CACNB3,,,1,10,17,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~cadm4,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,CADM4,,,1,10,11,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ccdc144nl,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,CCDC144NL,,,1,10,56,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ccdc6,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,CCDC6,,,56,1086,1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;39;4;40;41;42;43;44;45;46;47;48;49;5;50;51;52;53;54;55;56;6;7;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ccdc78,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,CCDC78,,,24,278,11;15;17;19;24;25;26;3;30;31;33;34;35;40;42;43;44;49;5;50;53;55;7;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255frpe1%5F%5Fv~rpe1%5F%5Fv~rna%5F%5Fv~baseline__v~ccnk,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,baseline,,CCNK,,,7,78,12;13;14;16;35;44;55,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_rpe1_condition_ground_truth.parquet,validation,20261007,"0,1,2"
