perturbation_label,n_cells_qc,n_cells_with_nonmissing_guide_id,n_unique_guide_strings,n_unique_guide_tokens,median_guide_tokens_per_cell,fraction_multi_token_cells,fraction_cells_containing_target_token,guide_id_missing_fraction,environment_key,status
TTLL1,174,174,11,9,1.0,0.04597701149425287,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
TUBB,2,2,2,2,1.0,0.0,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
TXNDC17,139,139,9,9,1.0,0.04316546762589928,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
TYR,141,141,11,11,1.0,0.05673758865248227,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
UBA52,10,10,3,3,1.0,0.0,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
UBC,56,56,3,3,1.0,0.017857142857142856,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
UBL5,3,3,2,2,1.0,0.0,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
UCN2,110,110,6,5,1.0,0.045454545454545456,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
UQCRFS1,80,80,3,3,1.0,0.0,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
UQCRH,64,64,7,7,1.0,0.0625,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
VAT1,116,116,5,5,1.0,0.017241379310344827,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
VDAC2,136,136,5,4,1.0,0.014705882352941176,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
WBP2,125,125,5,5,1.0,0.016,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
WNT7A,150,150,4,3,1.0,0.006666666666666667,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
XAGE1A,100,100,4,4,1.0,0.01,1.0,0.0,frangieh_melanoma_control,audit_only_not_primary
control,15065,10296,6337,828,1.0,0.43438433455028214,0.0,0.3165615665449718,frangieh_melanoma_control,audit_only_not_primary
A2M,518,518,259,303,2.0,0.5135135135135135,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ACSL3,224,224,112,157,2.0,0.5178571428571429,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ACTA2,600,600,298,342,2.0,0.5266666666666666,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
AEBP1,523,523,249,304,2.0,0.5105162523900574,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
AGA,413,413,199,248,1.0,0.4915254237288136,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
AHCY,34,34,23,47,2.0,0.6176470588235294,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
AHNAK,425,425,209,258,2.0,0.5364705882352941,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
APOC2,464,464,212,259,1.0,0.4849137931034483,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
APOD,455,455,215,262,2.0,0.5032967032967033,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
APOE,454,454,206,256,1.0,0.4911894273127753,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ARMC6,376,376,172,224,1.0,0.4946808510638298,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ATP1A1,26,26,17,48,2.0,0.5769230769230769,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ATP1B1,445,445,198,248,1.0,0.4764044943820225,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ATP5MD,243,243,8,8,1.0,0.0205761316872428,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
B2M,528,528,246,292,2.0,0.5170454545454546,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
BOLA2,293,293,158,197,2.0,0.5563139931740614,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
BOLA2B,269,269,135,195,2.0,0.5353159851301115,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
BZW2,364,364,162,209,1.0,0.46703296703296704,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
C19orf48,446,446,179,227,1.0,0.4192825112107623,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
C1QBP,301,301,139,186,1.0,0.4717607973421927,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
C6orf226,409,409,190,242,1.0,0.4889975550122249,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CCND1,270,270,129,150,1.0,0.48148148148148145,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CCND2,401,401,192,251,1.0,0.4937655860349127,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CCR10,391,391,171,204,1.0,0.4731457800511509,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CCT3,73,73,38,55,2.0,0.5068493150684932,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CCT6A,21,21,11,22,1.0,0.38095238095238093,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CD151,363,363,162,213,1.0,0.46005509641873277,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CD274,510,510,227,259,1.0,0.47058823529411764,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CD44,434,434,177,208,1.0,0.44930875576036866,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CD47,424,424,177,212,1.0,0.45047169811320753,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CD58,411,411,196,224,2.0,0.5036496350364964,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CD59,514,514,233,252,1.0,0.48443579766536965,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CD63,350,350,148,189,1.0,0.44285714285714284,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CDC123,135,135,59,75,1.0,0.42962962962962964,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CDH19,460,460,194,230,1.0,0.4543478260869565,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CDK4,344,344,145,168,1.0,0.43023255813953487,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CDK6,195,195,95,127,2.0,0.5025641025641026,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CDKN1A,394,394,184,204,1.0,0.4873096446700508,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CDKN2A,393,393,168,195,1.0,0.455470737913486,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CDKN2B,412,412,166,198,1.0,0.42718446601941745,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CGAS,305,305,75,83,1.0,0.24262295081967214,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CHCHD2,422,422,176,209,1.0,0.43601895734597157,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CITED1,417,417,192,218,1.0,0.48201438848920863,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CKS1B,408,408,184,216,1.0,0.4681372549019608,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CMSS1,399,399,169,202,1.0,0.43609022556390975,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CORO1A,372,372,156,180,1.0,0.4543010752688172,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CSPG4,464,464,177,215,1.0,0.4073275862068966,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CST3,273,273,104,128,1.0,0.40293040293040294,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CTPS1,189,189,82,100,1.0,0.4603174603174603,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CTSA,366,366,143,168,1.0,0.42349726775956287,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CTSB,430,430,190,217,1.0,0.4697674418604651,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CTSD,475,475,196,206,1.0,0.44,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CTSL,354,354,153,171,1.0,0.4689265536723164,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CTSO,420,420,167,196,1.0,0.42857142857142855,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CXCR4,336,336,126,159,1.0,0.39880952380952384,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
CYP27A1,353,353,122,149,1.0,0.37110481586402266,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
DAG1,321,321,136,171,1.0,0.42679127725856697,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
DDR1,373,373,153,174,1.0,0.42359249329758714,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
DDX17,306,306,143,157,1.0,0.4934640522875817,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
DDX39A,247,247,90,107,1.0,0.38866396761133604,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
DLL3,369,369,144,153,1.0,0.43089430894308944,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
DNAJC9,21,21,12,14,1.0,0.42857142857142855,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
DNMT1,140,140,66,84,1.0,0.4857142857142857,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
E2F1,257,257,108,140,1.0,0.42412451361867703,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
EEA1,295,295,125,147,1.0,0.43050847457627117,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
EEF1G,87,87,44,60,1.0,0.4942528735632184,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
EIF2S3,21,21,11,19,1.0,0.38095238095238093,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
EIF3K,319,319,131,159,1.0,0.42946708463949845,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
EIF4A1,47,47,27,35,2.0,0.5319148936170213,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
EMP1,376,376,132,154,1.0,0.3696808510638298,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ENPP1,348,348,118,145,1.0,0.34195402298850575,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
EVA1A,310,310,122,134,1.0,0.4161290322580645,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FARSA,30,30,18,28,1.5,0.5,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FBL,134,134,50,65,1.0,0.3880597014925373,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FBXO32,394,394,144,161,1.0,0.41116751269035534,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FGFR1,465,465,165,188,1.0,0.3827956989247312,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FKBP4,282,282,111,121,1.0,0.40425531914893614,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FMN1,420,420,141,161,1.0,0.34523809523809523,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FOS,279,279,98,124,1.0,0.35125448028673834,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FOXM1,106,106,34,44,1.0,0.32075471698113206,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FRZB,248,248,82,100,1.0,0.34274193548387094,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FSTL3,414,414,153,168,1.0,0.38164251207729466,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
FTH1,65,65,27,34,1.0,0.38461538461538464,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
GAA,335,335,123,146,1.0,0.373134328358209,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
GAS5,346,346,119,137,1.0,0.34971098265895956,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
GPATCH4,260,260,93,104,1.0,0.38076923076923075,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
GPI,60,60,26,31,1.0,0.4,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
GPNMB,306,306,113,141,1.0,0.39869281045751637,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
GRN,332,332,112,115,1.0,0.35240963855421686,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
GSEC,168,168,4,4,1.0,0.005952380952380952,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
GSN,359,359,116,137,1.0,0.3649025069637883,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HASPIN,204,204,92,109,1.0,0.44607843137254904,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HLA-A,386,386,121,133,1.0,0.33678756476683935,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HLA-B,222,222,76,88,1.0,0.34234234234234234,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HLA-C,256,256,87,104,1.0,0.36328125,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HLA-DRB5,407,407,149,151,1.0,0.3906633906633907,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HLA-E,292,292,100,113,1.0,0.3595890410958904,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HLA-F,348,348,111,120,1.0,0.34770114942528735,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HLA-H,334,334,105,113,1.0,0.3323353293413174,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HNRNPA1,243,243,94,105,1.0,0.39094650205761317,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HNRNPC,96,96,27,33,1.0,0.28125,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
HSPA1A,286,286,87,96,1.0,0.3321678321678322,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
IDH2,354,354,119,134,1.0,0.3615819209039548,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
IDI2-AS1,340,340,102,113,1.0,0.3205882352941177,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
IFNGR1,289,289,108,118,1.0,0.39100346020761245,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
IFNGR2,383,383,125,123,1.0,0.34464751958224543,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ILF2,69,69,26,39,1.0,0.3333333333333333,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
IRF3,315,315,102,109,1.0,0.37142857142857144,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
IRF4,282,282,88,100,1.0,0.3404255319148936,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ISYNA1,213,213,66,74,1.0,0.3004694835680751,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ITGA3,286,286,81,91,1.0,0.3041958041958042,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
JAK1,338,338,109,119,1.0,0.3343195266272189,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
JAK2,339,339,113,118,1.0,0.35103244837758113,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
JMJD7,363,363,104,111,1.0,0.3002754820936639,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
JPT1,197,197,57,76,1.0,0.29441624365482233,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
KCNN4,354,354,102,108,1.0,0.288135593220339,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
KDR,347,347,80,93,1.0,0.2334293948126801,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
KLF4,289,289,86,94,1.0,0.328719723183391,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LAMP2,308,308,74,81,1.0,0.2564935064935065,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LCP1,360,360,83,93,1.0,0.2388888888888889,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LEF1-AS1,358,358,83,91,1.0,0.2541899441340782,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LGALS3,262,262,72,76,1.0,0.3015267175572519,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LGALS3BP,252,252,75,91,1.0,0.30158730158730157,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LINC00518,335,335,82,92,1.0,0.26865671641791045,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LRPAP1,333,333,80,87,1.0,0.24624624624624625,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LRRC75A-AS1,193,193,3,3,1.0,0.0,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
LY96,318,318,84,95,1.0,0.27044025157232704,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
MC1R,291,291,69,73,1.0,0.24742268041237114,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
MDH2,219,219,63,73,1.0,0.2968036529680365,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
MFGE8,423,423,101,100,1.0,0.2576832151300236,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
MIA,309,309,76,78,1.0,0.255663430420712,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
MRPL47,166,166,46,53,1.0,0.28313253012048195,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
MT2A,211,211,54,63,1.0,0.26066350710900477,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
MYC,68,68,22,23,1.0,0.27941176470588236,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NACA,42,42,15,18,1.0,0.30952380952380953,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NCL,74,74,22,25,1.0,0.2972972972972973,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NDUFA13,153,153,42,45,1.0,0.26143790849673204,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NEAT1,254,254,58,63,1.0,0.23622047244094488,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NGFR,239,239,65,71,1.0,0.2719665271966527,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NME1,262,262,55,61,1.0,0.21374045801526717,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NMRK1,290,290,70,74,1.0,0.27241379310344827,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NOLC1,107,107,27,31,1.0,0.2523364485981308,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NONO,230,230,58,64,1.0,0.26521739130434785,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NPC1,319,319,83,86,1.0,0.2664576802507837,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NPC2,282,282,71,74,1.0,0.2624113475177305,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NSG1,290,290,73,72,1.0,0.2655172413793103,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NT5E,356,356,73,76,1.0,0.21067415730337077,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
NUP50-AS1,272,272,3,3,1.0,0.0,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
P2RX4,133,133,31,29,1.0,0.2556390977443609,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PABPC1,83,83,20,24,1.0,0.20481927710843373,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PAICS,101,101,23,24,1.0,0.19801980198019803,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PET100,145,145,37,39,1.0,0.23448275862068965,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PFDN4,284,284,60,64,1.0,0.2147887323943662,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PFN1,124,124,28,35,1.0,0.20161290322580644,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PIK3IP1,229,229,63,61,1.0,0.29694323144104806,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
POLD2,69,69,24,27,1.0,0.3188405797101449,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PPA1,56,56,18,19,1.0,0.26785714285714285,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PPIA,244,244,47,51,1.0,0.20081967213114754,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PRELID3B,44,44,11,13,1.0,0.18181818181818182,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PROS1,198,198,51,52,1.0,0.25252525252525254,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PSAP,329,329,62,65,1.0,0.19756838905775076,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PSMA7,13,13,6,7,1.0,0.23076923076923078,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PSMB8-AS1,224,224,40,41,1.0,0.17410714285714285,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PTMA,224,224,42,46,1.0,0.18303571428571427,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PUF60,109,109,25,26,1.0,0.22018348623853212,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
PYGB,230,230,52,55,1.0,0.23043478260869565,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RAB27A,267,267,61,61,1.0,0.23595505617977527,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RACK1,21,21,9,10,1.0,0.2857142857142857,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RB1,287,287,45,44,1.0,0.15331010452961671,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RBP7,300,300,60,57,1.0,0.22,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RNASEH2A,156,156,30,32,1.0,0.19230769230769232,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RNF213,259,259,57,59,1.0,0.2548262548262548,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ROMO1,66,66,14,16,1.0,0.16666666666666666,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RPSA,141,141,25,25,1.0,0.15602836879432624,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RRS1,89,89,32,34,1.0,0.34831460674157305,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RTP4,330,330,57,59,1.0,0.17272727272727273,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
RUVBL2,27,27,11,14,1.0,0.2962962962962963,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
S100A6,249,249,38,38,1.0,0.14859437751004015,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
S100B,276,276,50,55,1.0,0.18840579710144928,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SAE1,38,38,11,11,1.0,0.21052631578947367,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SAT1,217,217,20,21,1.0,0.07834101382488479,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SCARB2,251,251,45,51,1.0,0.17928286852589642,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SDC3,315,315,43,45,1.0,0.1492063492063492,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SDCBP,259,259,50,51,1.0,0.18146718146718147,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SEC11C,251,251,44,43,1.0,0.16733067729083664,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SERPINA3,230,230,35,35,1.0,0.1565217391304348,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SERPINE2,226,226,35,39,1.0,0.1504424778761062,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SERPINF1,240,240,41,43,1.0,0.16666666666666666,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SET,196,196,38,38,1.0,0.1836734693877551,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SGK1,260,260,35,37,1.0,0.12307692307692308,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SHMT2,200,200,32,33,1.0,0.15,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SINHCAF,173,173,69,84,1.0,0.41040462427745666,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SLC19A1,198,198,32,32,1.0,0.16161616161616163,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SLC22A18,355,355,44,44,1.0,0.13802816901408452,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SLC25A13,269,269,28,28,1.0,0.09665427509293681,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SLC26A2,263,263,31,34,1.0,0.13307984790874525,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SLC5A3,271,271,32,30,1.0,0.11439114391143912,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SLC7A5P1,260,260,40,37,1.0,0.15,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SLIRP,168,168,22,27,1.0,0.13095238095238096,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SMAD3,271,271,28,29,1.0,0.1033210332103321,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SMAD4,272,272,24,25,1.0,0.10294117647058823,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SNHG6,202,202,27,26,1.0,0.12871287128712872,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SNRPE,20,20,4,4,1.0,0.05,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SNRPF,14,14,3,3,1.0,0.0,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SNRPG,38,38,6,6,1.0,0.07894736842105263,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SOX4,261,261,33,28,1.0,0.11877394636015326,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SP100,232,232,28,28,1.0,0.125,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SPESP1,247,247,30,30,1.0,0.11740890688259109,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SPINT1,228,228,20,21,1.0,0.07456140350877193,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
SSR2,193,193,14,15,1.0,0.06217616580310881,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ST3GAL6-AS1,257,257,32,29,1.0,0.13229571984435798,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
ST6GALNAC2,200,200,21,22,1.0,0.09,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
STAT1,209,209,23,24,1.0,0.09569377990430622,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
STAT3,211,211,22,20,1.0,0.12322274881516587,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
STOM,273,273,28,29,1.0,0.10256410256410256,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
STX7,246,246,22,19,1.0,0.08130081300813008,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TAPBP,220,220,21,20,1.0,0.08636363636363636,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TAPBPL,245,245,21,20,1.0,0.08571428571428572,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TFAP2A,242,242,25,22,1.0,0.09917355371900827,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TGFB1,261,261,17,14,1.0,0.05747126436781609,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TIMM50,124,124,14,14,1.0,0.08870967741935484,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
TIMP1,229,229,24,24,1.0,0.10480349344978165,1.0,0.0,frangieh_melanoma_ifng,audit_only_not_primary
