biological_instance_id,environment_id,environment_key,dataset_id,condition,condition_field,perturbation_label,dose,timepoint,n_reference_groups,total_cells,source_reference_keys,aggregation_rule,ground_truth_path,split,split_seed,model_seeds
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zc3hav1%5Fcebpa,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZC3HAV1_CEBPA,,,4,57,1;3;4;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zc3hav1%5Fcebpe,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZC3HAV1_CEBPE,,,8,408,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~zc3hav1%5Fhoxc13,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZC3HAV1_HOXC13,,,8,618,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~znf318,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZNF318,,,8,650,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~normanweissman2019%255ffiltered%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~baseline__v~znf318%5Ffoxl2,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,baseline,,ZNF318_FOXL2,,,8,245,1;2;3;4;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/NormanWeissman2019_filtered_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~aaas,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,AAAS,,,1,12,28,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~aars2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,AARS2,,,1,11,44,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~aatf,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,AATF,,,1,12,25,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~abce1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ABCE1,,,1,10,22,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~abcf1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ABCF1,,,10,111,14;16;31;32;34;35;39;43;46;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~actr2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ACTR2,,,2,24,37;45,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~actr8,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ACTR8,,,2,22,27;28,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~ahctf1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,AHCTF1,,,3,31,23;29;38,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~alg2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ALG2,,,1,10,20,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~alyref,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ALYREF,,,7,76,11;12;15;25;3;31;44,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~anapc15,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ANAPC15,,,16,184,1;17;22;24;26;29;30;31;35;36;40;41;44;45;46;47,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~anapc2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ANAPC2,,,1,11,33,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~ankrd11,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ANKRD11,,,1,10,39,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~arcn1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ARCN1,,,9,95,1;2;28;3;32;33;39;41;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~arglu1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ARGLU1,,,28,361,10;18;20;22;23;25;26;27;28;3;30;31;32;33;34;35;36;37;4;42;44;45;46;5;6;7;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~arpc2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ARPC2,,,4,40,27;40;47;7,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~arpc4,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ARPC4,,,1,12,47,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~asf1b,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ASF1B,,,2,22,22;46,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~atp6ap2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ATP6AP2,,,1,10,32,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~atp6v1b2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ATP6V1B2,,,21,260,1;10;11;15;17;18;19;23;24;25;27;28;29;3;33;40;45;5;6;7;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~atp6v1e1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ATP6V1E1,,,1,10,25,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~atrip,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,ATRIP,,,1,11,33,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~banf1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BANF1,,,1,10,16,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bap1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BAP1,,,1,11,41,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bcar1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BCAR1,,,2,24,39;43,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bcas2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BCAS2,,,2,21,11;44,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bcl2l1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BCL2L1,,,1,10,35,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bcr,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BCR,,,34,458,1;10;11;12;13;14;15;18;19;2;20;22;23;24;25;28;3;30;31;32;34;35;36;37;4;40;42;43;44;45;46;6;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bdp1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BDP1,,,9,103,15;26;27;31;34;35;36;38;42,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bglap,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BGLAP,,,1,10,30,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bop1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BOP1,,,1,10,6,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~brca2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BRCA2,,,1,10,25,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~brf2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BRF2,,,1,10,14,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bub1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BUB1,,,38,571,1;10;11;13;15;16;18;2;22;23;24;25;26;27;29;3;30;31;32;33;34;35;36;37;38;39;40;42;43;44;46;47;48;5;6;7;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~bub3,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,BUB3,,,19,220,13;18;20;25;28;29;3;30;31;37;38;42;43;45;46;47;5;7;8,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~c16orf86,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,C16orf86,,,1,11,6,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~c1orf109,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,C1orf109,,,1,10,11,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~c9orf16,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,C9orf16,,,2,20,24;26,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~cacnb3,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CACNB3,,,6,68,29;3;33;34;43;47,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~cadm4,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CADM4,,,17,200,1;2;24;25;27;28;3;31;34;38;39;40;41;45;47;8;9,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~casp8ap2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CASP8AP2,,,1,10,15,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~ccdc115,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CCDC115,,,1,10,15,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~ccdc86,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CCDC86,,,1,11,2,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~ccnk,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CCNK,,,8,95,15;26;3;30;32;38;43;46,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~ccnl1,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CCNL1,,,1,12,38,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~cct2,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CCT2,,,1,10,37,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~replogleweissman2022%255fk562%255fessential%5F%5Fv~k562%5F%5Fv~rna%5F%5Fv~essential%255fgene%255fscreen__v~cdc27,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,essential_gene_screen,,CDC27,,,14,149,10;16;17;20;25;26;27;28;29;3;37;43;45;47,weighted_mean_of_batch_matched_deltas,data/processed/ReplogleWeissman2022_K562_essential_condition_ground_truth.parquet,test,20260907,"0,1,2"
